FECHA,CONCEPTO,PRECIO_PROMEDIO
2021-05-01,parafina,4399.026666666667
2021-05-01,taxi,20559.41176470588
2021-06-01,alojamiento,246629.29577464788
2021-06-01,comida_fuera,8398.566610455311
2021-06-01,gas_licuado,139670.21978021978
2021-06-01,mantencion_hogar,164511.1235955056
2021-06-01,parafina,4525.746666666667
2021-06-01,taxi,20698.529411764706
2021-07-01,alojamiento,255210.0
2021-07-01,comida_fuera,9202.057335581787
2021-07-01,gas_licuado,151019.6978021978
2021-07-01,mantencion_hogar,161540.78651685393
2021-07-01,parafina,4600.28
2021-07-01,taxi,20263.823529411766
2021-08-01,alojamiento,282041.54929577466
2021-08-01,comida_fuera,10662.344013490725
2021-08-01,gas_licuado,156407.38461538462
2021-08-01,mantencion_hogar,164715.05617977527
2021-08-01,parafina,4724.04
2021-08-01,taxi,21710.29411764706
2021-09-01,alojamiento,310246.05633802817
2021-09-01,comida_fuera,10188.701517706577
2021-09-01,gas_licuado,154771.97252747254
2021-09-01,mantencion_hogar,175815.67415730338
2021-09-01,parafina,4892.573333333334
2021-09-01,taxi,21048.235294117647
2021-10-01,alojamiento,323361.6901408451
2021-10-01,comida_fuera,10861.838111298483
2021-10-01,gas_licuado,167964.25824175825
2021-10-01,mantencion_hogar,168927.19101123596
2021-10-01,parafina,4959.653333333334
2021-10-01,taxi,21751.176470588234
2021-11-01,alojamiento,326984.6478873239
2021-11-01,comida_fuera,12196.55986509275
2021-11-01,gas_licuado,168573.6923076923
2021-11-01,mantencion_hogar,174897.5842696629
2021-11-01,parafina,5474.666666666667
2021-11-01,taxi,21442.058823529413
2021-12-01,alojamiento,289696.1971830986
2021-12-01,comida_fuera,11782.883642495784
2021-12-01,gas_licuado,150399.03846153847
2021-12-01,mantencion_hogar,171573.65168539327
2021-12-01,parafina,5505.026666666667
2021-12-01,taxi,26341.470588235294
2022-01-01,alojamiento,346200.7042253521
2022-01-01,comida_fuera,11878.279932546375
2022-01-01,gas_licuado,139712.73076923078
2022-01-01,mantencion_hogar,185369.77528089887
2022-01-01,parafina,6076.066666666667
2022-01-01,taxi,24152.352941176472
2022-02-01,alojamiento,370653.38028169016
2022-02-01,comida_fuera,11960.657672849915
2022-02-01,gas_licuado,142135.35164835164
2022-02-01,mantencion_hogar,182051.4606741573
2022-02-01,parafina,6452.346666666666
2022-02-01,taxi,23841.176470588234
2022-03-01,alojamiento,393590.28169014084
2022-03-01,comida_fuera,12515.463743676222
2022-03-01,gas_licuado,151533.85164835164
2022-03-01,mantencion_hogar,172118.42696629214
2022-03-01,parafina,6888.346666666666
2022-03-01,taxi,24456.470588235294
2022-04-01,alojamiento,392815.4929577465
2022-04-01,comida_fuera,13465.919055649241
2022-04-01,gas_licuado,155397.47802197802
2022-04-01,mantencion_hogar,179922.35955056178
2022-04-01,parafina,7752.306666666666
2022-04-01,taxi,26764.117647058825
2022-05-01,alojamiento,374954.6478873239
2022-05-01,comida_fuera,14260.607082630691
2022-05-01,gas_licuado,162684.46153846153
2022-05-01,mantencion_hogar,191639.32584269662
2022-05-01,parafina,8460.84
2022-05-01,taxi,25272.058823529413
2022-06-01,alojamiento,393237.323943662
2022-06-01,comida_fuera,14408.7521079258
2022-06-01,gas_licuado,157964.3791208791
2022-06-01,mantencion_hogar,199615.50561797753
2022-06-01,parafina,6782.7733333333335
2022-06-01,taxi,27067.941176470587
2022-07-01,alojamiento,380077.04225352115
2022-07-01,comida_fuera,14079.763912310287
2022-07-01,gas_licuado,164451.47252747254
2022-07-01,mantencion_hogar,197528.20224719102
2022-07-01,parafina,6912.52
2022-07-01,taxi,25796.764705882353
2022-08-01,alojamiento,409136.61971830984
2022-08-01,comida_fuera,14207.87521079258
2022-08-01,gas_licuado,170586.6923076923
2022-08-01,mantencion_hogar,205570.44943820225
2022-08-01,parafina,6885.533333333334
2022-08-01,taxi,27557.058823529413
2022-09-01,alojamiento,354552.25352112675
2022-09-01,comida_fuera,13222.765598650927
2022-09-01,gas_licuado,164158.0054945055
2022-09-01,mantencion_hogar,158381.51685393258
2022-09-01,parafina,6730.346666666666
2022-09-01,taxi,27547.647058823528
2022-10-01,alojamiento,408326.05633802817
2022-10-01,comida_fuera,15429.443507588532
2022-10-01,gas_licuado,160330.6813186813
2022-10-01,mantencion_hogar,202331.29213483146
2022-10-01,parafina,6652.026666666667
2022-10-01,taxi,27381.470588235294
2022-11-01,alojamiento,467368.7323943662
2022-11-01,comida_fuera,15585.328836424958
2022-11-01,gas_licuado,151601.02197802198
2022-11-01,mantencion_hogar,202438.08988764044
2022-11-01,parafina,8701.72
2022-11-01,taxi,26895.0
2022-12-01,alojamiento,449983.5211267606
2022-12-01,comida_fuera,16207.268128161888
2022-12-01,gas_licuado,143167.38461538462
2022-12-01,mantencion_hogar,214043.31460674157
2022-12-01,parafina,9837.706666666667
2022-12-01,taxi,27830.882352941175
2023-01-01,alojamiento,433466.9014084507
2023-01-01,comida_fuera,15588.296795952783
2023-01-01,gas_licuado,129539.67032967033
2023-01-01,mantencion_hogar,205625.8988764045
2023-01-01,parafina,6106.373333333333
2023-01-01,taxi,26240.882352941175
2023-02-01,alojamiento,492338.8732394366
2023-02-01,comida_fuera,17427.41989881956
2023-02-01,gas_licuado,139418.6208791209
2023-02-01,mantencion_hogar,202380.0
2023-02-01,parafina,5275.92
2023-02-01,taxi,22540.58823529412
2023-03-01,alojamiento,495448.0281690141
2023-03-01,comida_fuera,18098.41483979764
2023-03-01,gas_licuado,136268.22527472526
2023-03-01,mantencion_hogar,213904.7191011236
2023-03-01,parafina,5980.106666666667
2023-03-01,taxi,25200.58823529412
2023-04-01,alojamiento,461728.45070422534
2023-04-01,comida_fuera,18504.991568296795
2023-04-01,gas_licuado,134478.6098901099
2023-04-01,mantencion_hogar,217643.31460674157
2023-04-01,parafina,5482.626666666667
2023-04-01,taxi,24725.58823529412
2023-05-01,alojamiento,514991.54929577466
2023-05-01,comida_fuera,18722.10792580101
2023-05-01,gas_licuado,133617.5989010989
2023-05-01,mantencion_hogar,210980.16853932585
2023-05-01,parafina,5409.44
2023-05-01,taxi,24704.70588235294
2023-06-01,alojamiento,510618.3098591549
2023-06-01,comida_fuera,19007.01517706577
2023-06-01,gas_licuado,129104.06593406593
2023-06-01,mantencion_hogar,209302.64044943822
2023-06-01,parafina,5431.066666666667
2023-06-01,taxi,25426.470588235294
2023-07-01,alojamiento,519566.4788732394
2023-07-01,comida_fuera,19786.18887015177
2023-07-01,gas_licuado,127526.4010989011
2023-07-01,mantencion_hogar,212516.1235955056
2023-07-01,parafina,7680.906666666667
2023-07-01,taxi,26740.882352941175
2023-08-01,alojamiento,485893.94366197183
2023-08-01,comida_fuera,18935.008431703205
2023-08-01,gas_licuado,133937.26923076922
2023-08-01,mantencion_hogar,210875.78651685393
2023-08-01,parafina,8478.8
2023-08-01,taxi,27545.29411764706
2023-09-01,alojamiento,504075.91549295775
2023-09-01,comida_fuera,19572.95109612142
2023-09-01,gas_licuado,143270.25824175825
2023-09-01,mantencion_hogar,210014.55056179775
